Date,Data,Expected,Detection
27May11,0,2.821,0.5
26May11,1,2.929,0.843
25May11,0,2.786,0.5
24May11,1,2.962,0.797
23May11,4,3.115,0.388
22May11,1,3.077,0.822
21May11,2,3.154,0.715
20May11,1,3.154,0.816
19May11,3,3.308,0.577
18May11,2,3.308,0.744
17May11,1,3.269,0.857
16May11,0,3.462,0.5
15May11,2,3.577,0.782
14May11,1,3.692,0.886
13May11,1,3.731,0.876
12May11,3,3.654,0.631
11May11,2,3.577,0.578
10May11,4,3.769,0.352
09May11,7,3.962,0.123
08May11,3,3.923,0.687
07May11,1,3.923,0.874
06May11,3,3.808,0.618
05May11,2,3.846,0.53
04May11,8,3.846,0.049
03May11,2,3.731,0.758
02May11,3,3.846,0.618
01May11,4,3.846,0.49
30Apr11,3,3.654,0.494
29Apr11,3,3.692,0.361
28Apr11,7,3.731,0.085
27Apr11,5,3.536,0.277
26Apr11,4,3.75,0.527
25Apr11,0,3.571,0.5
24Apr11,0,3.607,0.5
23Apr11,6,3.536,0.185
22Apr11,0,3.5,0.5
21Apr11,5,3.464,0.278
20Apr11,2,3.536,0.734
19Apr11,5,3.679,0.339
18Apr11,0,3.714,0.5
17Apr11,1,3.679,0.596
16Apr11,6,3.607,0.107
15Apr11,4,3.679,0.278
14Apr11,6,3.643,0.162
13Apr11,3,3.571,0.487
12Apr11,2,3.357,0.264
11Apr11,5,3.321,0.026
10Apr11,8,3.357,0.011
09Apr11,6,3.5,0.133
08Apr11,2,3.536,0.784
07Apr11,2,3.536,0.666
06Apr11,5,3.571,0.261
05Apr11,3,3.679,0.647
04Apr11,3,3.536,0.648
03Apr11,1,3.536,0.689
02Apr11,6,3.607,0.125
01Apr11,3,3.643,0.616
31Mar11,2,3.536,0.486
30Mar11,6,3.714,0.135
29Mar11,5,3.714,0.299
28Mar11,2,3.964,0.787
27Mar11,6,4.143,0.246
26Mar11,1,4.214,0.944
25Mar11,1,4.357,0.951
24Mar11,3,4.429,0.8
23Mar11,1,4.643,0.954
22Mar11,4,4.786,0.675
21Mar11,2,4.893,0.819
20Mar11,5,4.893,0.453
19Mar11,7,5,0.243
18Mar11,3,5,0.794
17Mar11,4,5.321,0.704
16Mar11,5,5.643,0.653
15Mar11,1,5.75,0.961
14Mar11,3,5.821,0.872
13Mar11,2,5.857,0.921
12Mar11,5,5.857,0.66
11Mar11,3,5.714,0.824
10Mar11,6,5.607,0.447
09Mar11,6,5.607,0.485
08Mar11,3,5.714,0.829
07Mar11,4,5.929,0.766
06Mar11,4,5.893,0.777
05Mar11,2,5.929,0.918
04Mar11,3,6.179,0.838
03Mar11,4,6.179,0.734
02Mar11,7,6.107,0.443
01Mar11,2,6.25,0.796
28Feb11,7,6.286,0.416
27Feb11,6,6.143,0.436
26Feb11,8,6.214,0.315
25Feb11,6,6.464,0.565
24Feb11,5,6.5,0.646
23Feb11,5,6.429,0.524
22Feb11,6,6.393,0.336
21Feb11,8,6.393,0.2
20Feb11,9,6.429,0.205
19Feb11,10,6.214,0.187
18Feb11,3,6.25,0.653
17Feb11,7,6,0.277
16Feb11,5,5.786,0.214
15Feb11,10,5.786,0.057
14Feb11,12,5.786,0.05
13Feb11,5,5.75,0.57
12Feb11,7,5.607,0.371
11Feb11,4,5.679,0.677
10Feb11,6,5.857,0.535
09Feb11,2,5.857,0.896
08Feb11,0,5.786,0.5
07Feb11,4,5.643,0.526
06Feb11,7,5.75,0.318
05Feb11,8,5.75,0.29
04Feb11,2,5.286,0.552
03Feb11,5,5.393,0.122
02Feb11,14,5.464,0.005
01Feb11,2,5.429,0.628
31Jan11,5,5.321,0.132
30Jan11,10,5.679,0.053
29Jan11,9,5.643,0.163
28Jan11,2,5.464,0.444
27Jan11,7,5.464,0.032
26Jan11,12,5.464,0.01
25Jan11,7,5.393,0.163
24Jan11,6,5.214,0.146
23Jan11,8,5.286,0.1
22Jan11,10,5.429,0.035
21Jan11,4,5.393,0.781
20Jan11,1,5.464,0.959
19Jan11,6,5.464,0.449
18Jan11,3,5.357,0.791
17Jan11,6,5.357,0.398
16Jan11,5,5.393,0.544
15Jan11,7,5.536,0.302
14Jan11,3,5.429,0.872
13Jan11,2,5.393,0.923
12Jan11,4,5.393,0.723
11Jan11,5,5.357,0.58
10Jan11,4,5.357,0.716
09Jan11,5,5.214,0.552
08Jan11,4,5.107,0.662
07Jan11,5,5.214,0.543
06Jan11,5,8.281,0.964
05Jan11,1,5.071,0.776
04Jan11,5,4.821,0.143
03Jan11,7,8.687,0.829
02Jan11,9,4.286,0.003
01Jan11,6,4.214,0.024
31Dec10,12,4.143,0
30Dec10,6,3.929,0.012
29Dec10,7,4,0.012
28Dec10,7,3.857,0.017
27Dec10,6,3.786,0.04
26Dec10,6,3.643,0.041
25Dec10,5,3.536,0.06
24Dec10,6,3.464,0.039
23Dec10,5,3.5,0.092
22Dec10,5,3.321,0.072
21Dec10,5,3.321,0.08
20Dec10,6,3.107,0.057
19Dec10,2,3,0.189
18Dec10,7,2.821,0.012
17Dec10,4,2.786,0.123
16Dec10,6,2.75,0.071
15Dec10,1,2.607,0.481
14Dec10,4,2.654,0.147
13Dec10,4,2.6,0.173
12Dec10,4,2.6,0.237
11Dec10,4,2.68,0.296
10Dec10,1,2.56,0.649
09Dec10,2,2.48,0.343
08Dec10,4,2.4,0.142
07Dec10,3,2.4,0.218
06Dec10,5,2.32,0.114
05Dec10,2,2.32,0.519
04Dec10,2,2.16,0.396
03Dec10,1,2.08,0.262
02Dec10,4,2.28,0.077
01Dec10,5,2.04,0.028
30Nov10,1,2.16,0.173
29Nov10,8,2.08,0.003
28Nov10,2,2.08,0.378
27Nov10,3,2.12,0.299
26Nov10,2,2.12,0.391
25Nov10,2,2,0.23
24Nov10,3,2,0.111
23Nov10,6,1.96,0.017
22Nov10,1,2.04,0.723
21Nov10,2,2,0.524
20Nov10,1,2.08,0.745
19Nov10,1,2.12,0.759
18Nov10,1,2.04,0.756
17Nov10,0,1.821,0.5
16Nov10,3,1.821,0.296
15Nov10,0,1.893,0.5
14Nov10,0,1.929,0.5
13Nov10,0,1.786,0.5
12Nov10,1,1.75,0.456
11Nov10,4,1.75,0.116
10Nov10,1,1.643,0.626
09Nov10,1,1.607,0.505
08Nov10,3,1.643,0.221
07Nov10,2,1.679,0.467
06Nov10,0,1.679,0.5
05Nov10,1,1.607,0.574
04Nov10,0,1.393,0.5
03Nov10,3,1.393,0.025
02Nov10,6,1.286,0
01Nov10,2,1.429,0.053
31Oct10,5,1.357,0.012
30Oct10,1,1.25,0.221
29Oct10,2,1.179,0.052
28Oct10,3,1.071,0.017
27Oct10,3,1.071,0.035
26Oct10,3,1.143,0.111
25Oct10,1,1.107,0.398
24Oct10,1,1.143,0.313
23Oct10,3,1.071,0.093
22Oct10,0,1.036,0.5
21Oct10,3,1.036,0.083
20Oct10,1,1.071,0.526
19Oct10,1,1.107,0.567
18Oct10,0,1.071,0.5
17Oct10,0,1.036,0.5
16Oct10,2,1.107,0.232
15Oct10,2,1.179,0.299
14Oct10,0,1.214,0.5
13Oct10,0,1.286,0.5
12Oct10,1,1.286,0.626
11Oct10,0,1.286,0.5
10Oct10,1,1.214,0.569
09Oct10,1,1.286,0.57
08Oct10,2,1.286,0.327
07Oct10,0,1.321,0.5
06Oct10,1,1.25,0.565
05Oct10,0,1.179,0.5
04Oct10,2,1.12,0.027
03Oct10,2,1.2,0.029
02Oct10,5,1.2,0
01Oct10,0,1.16,0.5
30Sep10,0,1.348,0.5
29Sep10,1,1.2,0.623
28Sep10,0,0.964,0.5
27Sep10,1,0.893,0.075
26Sep10,3,0.893,0.014
25Sep10,2,0.893,0.132
24Sep10,1,0.964,0.488
23Sep10,1,0.929,0.508
22Sep10,0,0.964,0.5
21Sep10,1,1.036,0.478
20Sep10,1,1,0.421
19Sep10,1,1,0.371
18Sep10,1,0.964,0.266
17Sep10,1,1,0.19
16Sep10,2,1.107,0.148
15Sep10,2,1.107,0.18
14Sep10,2,1.107,0.242
13Sep10,2,1.071,0.266
12Sep10,1,1.071,0.524
11Sep10,1,1,0.524
10Sep10,0,1,0.5
09Sep10,2,1,0.249
08Sep10,1,1,0.503
07Sep10,1,1.036,0.541
06Sep10,0,1.107,0.5
05Sep10,0,1.036,0.5
04Sep10,0,1.107,0.5
03Sep10,2,1.143,0.304
02Sep10,0,1.107,0.5
01Sep10,0,1.107,0.5
31Aug10,2,1.143,0.301
30Aug10,0,1.32,0.5
29Aug10,0,1.32,0.5
28Aug10,0,1.32,0.5
27Aug10,1,1.32,0.593
26Aug10,1,1.4,0.578
25Aug10,2,1.36,0.351
24Aug10,0,1.24,0.5
23Aug10,2,1.24,0.19
22Aug10,3,1.071,0.09
21Aug10,0,1.071,0.5
20Aug10,1,1.036,0.321
19Aug10,1,0.857,0.072
18Aug10,3,0.821,0.001
17Aug10,5,0.821,0
16Aug10,2,0.857,0.106
15Aug10,1,0.857,0.479
14Aug10,0,1,0.5
13Aug10,0,0.857,0.5
12Aug10,0,0.857,0.5
11Aug10,1,1,0.505
10Aug10,1,0.857,0.474
09Aug10,0,0.857,0.5
08Aug10,1,0.857,0.241
07Aug10,2,0.893,0.152
06Aug10,0,0.857,0.5
05Aug10,2,0.964,0.197
04Aug10,1,1,0.503
03Aug10,1,1.036,0.546
02Aug10,0,1,0.5
01Aug10,1,0.964,0.437
31Jul10,1,0.929,0.389
30Jul10,1,0.893,0.324
29Jul10,1,0.857,0.238
28Jul10,2,0.893,0.166
27Jul10,2,0.929,0.194
26Jul10,1,0.929,0.51
25Jul10,0,0.929,0.5
24Jul10,0,0.929,0.5
23Jul10,0,0.893,0.5
22Jul10,1,0.929,0.404
21Jul10,2,0.893,0.201
20Jul10,0,0.929,0.5
19Jul10,1,0.929,0.475
18Jul10,1,0.964,0.49
17Jul10,1,0.964,0.52
16Jul10,0,1,0.5
15Jul10,1,1,0.533
14Jul10,0,0.964,0.5
13Jul10,1,1.036,0.516
12Jul10,1,1,0.53
11Jul10,0,1,0.5
10Jul10,2,0.893,0.142
09Jul10,0,0.893,0.5
08Jul10,3,1,0.015
07Jul10,0,1,0.5
06Jul10,4,0.947,0.001
05Jul10,1,0.857,0.387
04Jul10,2,0.9,0.123
03Jul10,0,0.95,0.5
02Jul10,0,0.9,0.5
01Jul10,0,0.85,0.5
30Jun10,1,0.536,0.099
29Jun10,1,0.5,0.072
28Jun10,2,0.536,0.04
27Jun10,1,2,0.949
26Jun10,0,0.804,0.5
25Jun10,0,0.643,0.5
24Jun10,1,0.848,0.394
23Jun10,1,1.111,0.578
22Jun10,1,0.607,0.262
21Jun10,0,0.607,0.5
20Jun10,2,0.607,0.048
19Jun10,1,0.571,0.192
18Jun10,1,0.607,0.237
17Jun10,1,0.643,0.291
16Jun10,1,0.714,0.385
15Jun10,1,0.643,0.383
14Jun10,0,0.607,0.5
13Jun10,2,0.607,0.088
12Jun10,1,0.643,0.391
11Jun10,0,0.643,0.5
10Jun10,0,0.679,0.5
09Jun10,0,0.714,0.5
08Jun10,0,0.714,0.5
07Jun10,0,0.75,0.5
06Jun10,0,0.857,0.5
05Jun10,0,0.821,0.5
04Jun10,0,0.857,0.5
03Jun10,1,0.929,0.511
02Jun10,0,1.036,0.5
01Jun10,0,1.036,0.5
31May10,0,1,0.5
30May10,0,0.964,0.5
29May10,1,0.964,0.325
28May10,1,0.893,0.202
27May10,2,0.893,0.104
26May10,2,0.964,0.178
25May10,2,1.036,0.242
24May10,0,1,0.5
23May10,0,1.107,0.5
22May10,1,1.143,0.549
21May10,1,1.071,0.549
20May10,0,1.107,0.5
19May10,2,1.036,0.209
18May10,2,1.036,0.231
17May10,2,1.036,0.276
16May10,0,1.036,0.5
15May10,0,1.071,0.5
14May10,0,1.214,0.5
13May10,1,1.214,0.587
12May10,0,1.179,0.5
11May10,1,1.214,0.564
10May10,1,1.25,0.596
09May10,0,1.214,0.5
08May10,1,1.214,0.392
07May10,3,1.179,0.136
06May10,0,1.107,0.5
05May10,1,1.107,0.359
04May10,2,1.214,0.273
03May10,3,1.214,0.149
02May10,0,1.357,0.5
01May10,0,1.286,0.5
30Apr10,0,1.5,0.5
29Apr10,2,1.571,0.444
28Apr10,0,1.5,0.5
27Apr10,2,1.429,0.338
26Apr10,2,1.464,0.386
25Apr10,2,1.357,0.391
24Apr10,0,1.393,0.5
23Apr10,4,1.464,0.1
22Apr10,1,1.357,0.599
21Apr10,0,1.536,0.5
20Apr10,3,1.679,0.29
19Apr10,0,1.714,0.5
18Apr10,0,1.857,0.5
17Apr10,0,1.893,0.5
16Apr10,0,1.75,0.5
15Apr10,2,1.929,0.448
14Apr10,4,2,0.195
13Apr10,1,2.179,0.729
12Apr10,0,2.25,0.5
11Apr10,1,2.393,0.72
10Apr10,2,2.464,0.588
09Apr10,2,2.536,0.636
08Apr10,0,2.643,0.5
07Apr10,0,2.607,0.5
06Apr10,0,2.536,0.5
05Apr10,3,2.643,0.435
04Apr10,3,2.607,0.474
03Apr10,0,2.885,0.5
02Apr10,4,2.692,0.297
01Apr10,0,2.357,0.5
31Mar10,6,2.393,0.04
30Mar10,4,2.464,0.266
29Mar10,0,2.429,0.5
28Mar10,0,2.429,0.5
27Mar10,1,2.464,0.783
26Mar10,1,2.464,0.769
25Mar10,2,2.571,0.628
24Mar10,2,2.464,0.625
23Mar10,0,2.393,0.5
22Mar10,5,2.429,0.076
21Mar10,4,2.321,0.203
20Mar10,1,2.286,0.5
19Mar10,4,2.286,0.174
18Mar10,3,2.143,0.304
17Mar10,0,2.107,0.5
16Mar10,6,2,0.005
15Mar10,2,1.929,0.133
14Mar10,6,1.821,0
13Mar10,4,1.821,0.003
12Mar10,6,1.786,0.001
11Mar10,2,1.75,0.251
10Mar10,2,1.75,0.207
09Mar10,3,1.821,0.154
08Mar10,2,1.893,0.491
07Mar10,1,1.893,0.535
06Mar10,3,1.857,0.174
05Mar10,3,1.857,0.196
04Mar10,2,1.893,0.501
03Mar10,1,1.964,0.817
02Mar10,0,1.929,0.5
01Mar10,1,1.929,0.764
28Feb10,2,2,0.564
27Feb10,0,1.893,0.5
26Feb10,1,1.893,0.492
25Feb10,3,1.786,0.145
24Feb10,2,1.786,0.278
23Feb10,3,1.75,0.181
22Feb10,2,1.679,0.402
21Feb10,2,1.679,0.405
20Feb10,2,1.679,0.43
19Feb10,1,1.75,0.702
18Feb10,2,1.857,0.511
17Feb10,0,1.857,0.5
16Feb10,2,1.857,0.452
15Feb10,1,1.893,0.489
14Feb10,3,1.857,0.193
13Feb10,2,1.857,0.325
12Feb10,3,1.929,0.247
11Feb10,2,1.964,0.515
10Feb10,1,1.929,0.548
09Feb10,2,1.893,0.26
08Feb10,2,1.75,0.102
07Feb10,3,1.75,0.032
06Feb10,5,1.75,0.012
05Feb10,3,1.786,0.214
04Feb10,1,1.75,0.715
03Feb10,1,1.786,0.713
02Feb10,1,1.75,0.638
01Feb10,3,1.893,0.262
31Jan10,1,1.857,0.747
30Jan10,0,1.964,0.5
29Jan10,3,1.929,0.283
28Jan10,0,1.929,0.5
27Jan10,2,1.929,0.532
26Jan10,0,2,0.5
25Jan10,2,2.036,0.543
24Jan10,1,2.036,0.799
23Jan10,0,2.036,0.5
22Jan10,1,2.143,0.639
21Jan10,2,2.071,0.31
20Jan10,2,2.071,0.188
19Jan10,5,2,0.03
18Jan10,1,1.964,0.47
17Jan10,3,1.964,0.159
16Jan10,3,1.893,0.214
15Jan10,2,1.857,0.342
14Jan10,2,2,0.384
13Jan10,3,2,0.278
12Jan10,3,1.964,0.307
11Jan10,1,1.964,0.699
10Jan10,2,1.857,0.486
09Jan10,1,1.893,0.608
08Jan10,3,2,0.325
07Jan10,1,2.143,0.724
06Jan10,2,2.071,0.554
05Jan10,0,2.143,0.5
04Jan10,4,2.107,0.181
03Jan10,0,2.071,0.5
02Jan10,4,2.107,0.162
01Jan10,2,2.143,0.515
31Dec09,3,2.25,0.371
30Dec09,1,2.357,0.796
29Dec09,0,2.5,0.5
28Dec09,2,2.571,0.602
27Dec09,3,2.643,0.466
26Dec09,1,2.714,0.814
25Dec09,1,2.643,0.726
24Dec09,2,2.643,0.47
23Dec09,5,2.786,0.145
22Dec09,3,2.786,0.497
21Dec09,1,2.893,0.836
20Dec09,1,2.929,0.831
19Dec09,2,3.107,0.728
18Dec09,2,3.107,0.755
17Dec09,0,2.893,0.5
16Dec09,2,2.929,0.51
15Dec09,7,3,0.024
14Dec09,1,3.036,0.891
13Dec09,1,3.143,0.918
12Dec09,1,3.214,0.931
11Dec09,0,3.071,0.5
10Dec09,2,3.071,0.504
09Dec09,5,3.036,0.121
08Dec09,4,3.107,0.328
07Dec09,2,3.179,0.767
06Dec09,2,3.321,0.783
05Dec09,3,3.25,0.605
04Dec09,1,3.357,0.824
03Dec09,4,3.357,0.388
02Dec09,2,3.357,0.545
01Dec09,3,3.321,0.179
30Nov09,5,3.286,0.038
29Nov09,7,3.393,0.028
28Nov09,3,3.429,0.6
27Nov09,3,3.536,0.59
26Nov09,4,3.5,0.408
25Nov09,3,3.429,0.585
24Nov09,3,3.429,0.522
23Nov09,5,3.429,0.241
22Nov09,1,3.429,0.775
21Nov09,5,3.464,0.221
20Nov09,3,3.536,0.584
19Nov09,5,3.607,0.259
18Nov09,2,3.786,0.855
17Nov09,1,3.929,0.933
16Nov09,2,4.143,0.851
15Nov09,3,4.25,0.751
14Nov09,2,4.286,0.863
13Nov09,3,4.679,0.754
12Nov09,4,5.107,0.672
11Nov09,1,5.286,0.905
10Nov09,4,5.571,0.715
09Nov09,1,5.607,0.905
08Nov09,4,5.536,0.67
07Nov09,5,5.679,0.587
06Nov09,5,5.607,0.607
05Nov09,2,5.786,0.859
04Nov09,5,6,0.638
03Nov09,3,6,0.796
02Nov09,5,6.143,0.629
01Nov09,6,6.321,0.58
31Oct09,2,6.286,0.871
30Oct09,6,6.286,0.544
29Oct09,5,6.5,0.668
28Oct09,6,6.679,0.629
27Oct09,2,6.821,0.933
26Oct09,3,6.786,0.894
25Oct09,1,6.964,0.962
24Oct09,5,6.964,0.757
23Oct09,3,7,0.888
22Oct09,6,7.25,0.688
21Oct09,4,7.393,0.869
20Oct09,3,7.5,0.868
19Oct09,7,7.357,0.517
18Oct09,7,7.393,0.482
17Oct09,8,7.679,0.476
16Oct09,6,7.643,0.5
15Oct09,5,7.75,0.307
14Oct09,12,8.357,0.126
13Oct09,16,8.714,0.107
12Oct09,6,8.786,0.673
11Oct09,12,9.071,0.32
10Oct09,6,9.536,0.768
09Oct09,3,9.75,0.897
08Oct09,6,10.25,0.793
07Oct09,3,10.357,0.889
06Oct09,8,10.679,0.67
05Oct09,11,10.714,0.515
04Oct09,6,5.687,0.471
03Oct09,6,11,0.798
02Oct09,11,10.929,0.544
01Oct09,4,11.393,0.89
30Sep09,6,11.464,0.819
29Sep09,8,11.679,0.745
28Sep09,8,11.679,0.761
27Sep09,5,11.5,0.869
26Sep09,4,11.286,0.87
25Sep09,8,11.214,0.711
24Sep09,6,10.929,0.782
23Sep09,5,15.496,0.98
22Sep09,10,21.233,0.988
21Sep09,11,24.319,0.998
20Sep09,10,22.633,0.999
19Sep09,4,16.448,0.998
18Sep09,7,18.564,0.996
17Sep09,13,18.394,0.905
16Sep09,11,14.223,0.794
15Sep09,19,15.861,0.206
14Sep09,23,17.77,0.087
13Sep09,22,15.678,0.045
12Sep09,8,10.746,0.733
11Sep09,11,10.994,0.5
10Sep09,19,5.893,0.004
09Sep09,9,5.5,0.04
08Sep09,22,5.143,0
07Sep09,14,4.964,0.006
06Sep09,15,5.738,0.005
05Sep09,7,4.393,0.031
04Sep09,15,4.714,0.018
03Sep09,8,4.179,0.075
02Sep09,4,3.893,0.107
01Sep09,21,3.643,0
31Aug09,10,3.643,0.006
30Aug09,11,3.679,0.012
29Aug09,4,3.893,0.503
28Aug09,3,3.964,0.675
27Aug09,0,4.036,0.5
26Aug09,3,4.214,0.671
25Aug09,2,4.5,0.767
24Aug09,5,4.536,0.478
23Aug09,2,4.464,0.787
22Aug09,2,4.357,0.756
21Aug09,4,4.429,0.547
20Aug09,5,4.464,0.468
19Aug09,2,4.357,0.764
18Aug09,3,4.321,0.654
17Aug09,4,4.25,0.566
16Aug09,1,4.321,0.84
15Aug09,3,4.036,0.644
14Aug09,0,4.036,0.5
13Aug09,11,3.893,0.022
12Aug09,2,8.365,0.995
11Aug09,4,6.292,0.835
10Aug09,3,3.821,0.546
09Aug09,5,6.011,0.669
08Aug09,2,6.006,0.954
07Aug09,2,3.286,0.217
06Aug09,5,3.25,0.027
05Aug09,13,3.214,0
04Aug09,6,3.107,0.159
03Aug09,2,3,0.404
02Aug09,4,2.893,0.172
01Aug09,4,2.714,0.115
31Jul09,4,2.536,0.067
30Jul09,6,2.577,0.042
29Jul09,5,2.423,0.05
28Jul09,4,2.077,0.014
27Jul09,10,2.038,0
26Jul09,10,2.038,0
25Jul09,3,1.821,0.196
24Jul09,2,1.75,0.253
23Jul09,2,1.643,0.142
22Jul09,4,1.607,0.066
21Jul09,4,1.75,0.114
20Jul09,1,1.75,0.701
19Jul09,0,1.714,0.5
18Jul09,1,1.643,0.497
17Jul09,2,1.607,0.293
16Jul09,3,1.808,0.243
15Jul09,2,1.962,0.536
14Jul09,0,1.885,0.5
13Jul09,1,1.607,0.289
12Jul09,3,1.571,0.081
11Jul09,4,1.643,0.099
10Jul09,2,1.679,0.408
09Jul09,1,1.5,0.355
08Jul09,2,1.571,0.182
07Jul09,5,1.607,0.033
06Jul09,1,1.607,0.65
05Jul09,1,1.571,0.639
04Jul09,1,1.607,0.648
03Jul09,1,1.607,0.65
02Jul09,1,1.714,0.694
01Jul09,0,1.536,0.5
30Jun09,0,1.5,0.5
29Jun09,6,1.464,0.003
28Jun09,1,1.429,0.532
27Jun09,2,1.464,0.352
26Jun09,2,1.464,0.397
25Jun09,0,1.714,0.5
24Jun09,2,1.714,0.461
23Jun09,1,1.643,0.655
22Jun09,0,1.679,0.5
21Jun09,4,1.679,0.129
20Jun09,1,1.714,0.657
19Jun09,1,1.679,0.648
18Jun09,1,1.607,0.544
17Jun09,1,1.464,0.348
16Jun09,2,1.429,0.158
15Jun09,5,1.464,0.036
14Jun09,1,1.464,0.628
13Jun09,0,1.67,0.5
12Jun09,1,0.776,0.43
11Jun09,3,1.895,0.185
10Jun09,3,1.205,0.074
09Jun09,0,1.501,0.5
08Jun09,3,1.541,0.108
07Jun09,2,0.713,0.131
06Jun09,1,1.656,0.706
05Jun09,0,1.21,0.5
04Jun09,2,1.544,0.338
03Jun09,0,1.941,0.5
02Jun09,3,1.511,0.098
01Jun09,1,2.365,0.881
31May09,0,1.232,0.5
30May09,1,2.249,0.845
29May09,1,1.35,0.608
28May09,1,1.3,0.249
27May09,2,1.368,0.102
26May09,8,1.486,0
25May09,0,1.205,0.5
24May09,2,1.118,0.143
23May09,2,1.441,0.244
22May09,1,1.244,0.633
21May09,2,1.604,0.271
20May09,0,1.854,0.5
19May09,0,1.587,0.5
18May09,1,1.403,0.747
17May09,0,1.296,0.5
16May09,1,1.232,0.651
15May09,1,0.25,0.031
14May09,5,0.179,0
13May09,4,0.143,0
12May09,2,0.107,0
11May09,1,0.036,0.004
10May09,1,0.036,0.004
09May09,2,0.036,0.001
08May09,0,0.033,0.5
07May09,0,0.033,0.5
06May09,1,0,0.5
05May09,0,0,0.5
04May09,0,0,0.5
03May09,0,0,0.5
02May09,0,0,0.5
01May09,0,0,0.5
30Apr09,0,0,0.5
29Apr09,0,0,0.5
28Apr09,0,0,0.5
27Apr09,0,0,0.5
26Apr09,0,0,0.5
25Apr09,0,0,0.5
24Apr09,0,0,0.5
23Apr09,0,0,0.5
22Apr09,0,0,0.5
21Apr09,0,0,0.5
20Apr09,0,0,0.5
19Apr09,0,0,0.5
18Apr09,0,0,0.5
17Apr09,0,0,0.5
16Apr09,0,0,0.5
15Apr09,0,0,0.5
14Apr09,0,0,0.5
13Apr09,0,0,0.5
12Apr09,0,0,0.5
11Apr09,0,0,0.5
10Apr09,0,0,0.5
09Apr09,0,0,0.5
08Apr09,0,0,0.5
